	13.21	15	25	48	49	Cilia-1	Cilia-2	Cilia-3	Cilia-4	Hem-1	Hem-2	Hem-3	Hem-4	Myo-AA	Myo-DVR-1	Myo-DVR-2	Myo-DVR-3	Myo-LVR-1	Myo-LVR-2	Myo-Pax6+	Myo-VVR	Neu-Ap	Neu-Pos	Pro-1	Pro-2	Pro-3	Pro-4	Pro-5	Pro-6	She-1	She-2	She-3	She-4	She-5	She-rel	Unk	Unk-Apical
Cragig_G19518	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0059915423673205	1.0	1.0200122741727309	1.0265326406223905	1.0192717609904196	1.008414499251195	1.0	1.0	1.0	1.0144373499445543	1.0	1.0	1.0	1.0	1.0047040119900537	1.0	1.0	1.0	1.0	1.0049455012387485	1.0	1.0064071927913183	1.0	1.0	1.0	1.0
Cragig_G18199	1.023034288522322	1.1704740965133087	1.0	1.0	1.0	1.0	1.0073518548688973	1.0102411910417797	1.0	1.0073094807727283	1.0051705328821516	1.0	1.0138476355734702	1.0200122741727309	1.0	1.0096200532976012	1.0	1.0	1.0	1.016699958467017	1.0	1.0	1.0	1.0574014127909992	1.0	1.0188889936029568	1.027234668830866	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0294122780785615	1.0316279592108006	1.173014490999702
Cragig_G19332	1.023034288522322	1.0957160949947842	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0119932226205746	1.0	1.0	1.0	1.0	1.008414499251195	1.0	1.0	1.0083442030222909	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0125965563362127	1.0	1.0	1.0	1.0	1.0128450873727801	1.0	1.0	1.0237160694121727	1.2897831909788626
Cragig_G16787	1.0062302845618838	0.9835743492188223	0.9835743492188223	0.9835743492188223	0.9835743492188223	1.0345167685794638	1.0553617102225403	1.0345465452995402	0.9835743492188223	1.0381230968972361	1.0142133492220398	1.0106761861016453	1.0040230311758525	1.009850414206823	0.9835743492188223	1.0025295589932748	1.0001529190650293	0.9835743492188223	0.9835743492188223	1.0	0.9977745562949816	1.005189484895393	0.9835743492188223	0.9835743492188223	1.0322715373858435	0.9974904287068067	0.9835743492188223	1.0084254211309673	0.9835743492188223	0.9835743492188223	0.9933128416000686	1.1001356117200973	1.008963915589604	1.1578487088789995	0.9835743492188223	1.0302563093232393	0.9835743492188223
Cragig_G17058	1.0002676678622957	0.9865800556896067	1.0852254526203668	0.9561769877160321	1.0620831794612662	1.0553923907285767	1.0368435729872416	1.0899518378496778	0.9561769877160321	0.9878247699611965	0.9809779237297293	0.9619059626485895	0.9960428201453692	1.0139954823775108	0.9815468881025015	1.0400612765634636	1.0426346761466452	1.0782704179869165	1.0	0.9881574655160622	0.9976617781551033	1.076283341618065	0.9561769877160321	0.9561769877160321	1.061116982330983	1.0024649071983027	0.9822181513201734	1.004775395768827	0.9561769877160321	0.9561769877160321	1.0309850393522133	0.9561769877160321	0.9871040127446437	1.2994225975039737	0.9843003311710573	1.0242916599907945	1.0110502839584548
Cragig_G17805	1.0943218239572827	1.0	1.1239807257810055	0.862014192372348	0.862014192372348	1.0867711171983712	0.9636209408440697	1.1643893189304193	1.0217268963656836	0.8892195668704247	0.9023920001791752	0.9035780706621809	0.9221306333451316	0.9024588056447157	0.9774081779929693	1.0031305316725438	0.8985098523886803	0.862014192372348	1.0621852068310385	1.0984697314752359	0.962173265196799	2.2196772362199253	1.1074521284746561	1.0628280150992224	1.2964483021057542	1.2434141008286808	1.1319782836734806	1.2710317395527009	1.0854155544226152	0.9108046947652247	0.9884922048470495	0.964169624380858	0.921837024487369	0.862014192372348	1.0421747712890417	1.0578404584018306	0.862014192372348
Cragig_G17327	0.9855896653645713	1.2456654071095195	1.0054353467892732	0.9421459751532081	0.9421459751532081	1.287230551715964	1.0330096593973384	1.1205189059530678	1.2956399713896039	1.0	0.9665829803787263	1.016279421455806	0.9682860254277267	1.0377802624980423	0.9671435957257798	1.0653676084711037	1.0062691649434778	1.1845761040321503	0.9853259252804868	0.9500074324465206	0.9830220146776529	0.9837644172872531	1.013480175737279	0.9421459751532081	0.9599497749610881	0.9644199459710159	1.019562501811418	1.0021764379430729	1.1863144540040622	0.9954719828476335	0.9514742800325885	0.9421459751532081	0.9542479225219642	1.109079859365056	0.9698566345650117	1.0841267453570445	2.8006166230860097
Cragig_G18564	1.023034288522322	1.0	1.0	1.0	1.0	1.0	1.0	1.0102411910417797	1.0	1.042702941224757	1.0103495453820288	1.018005057913396	1.0069175850289678	1.0	1.0	1.0	1.0	1.0	1.0	1.016699958467017	1.0	1.010960458401011	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0294122780785615	1.0	1.0
Cragig_G18019	1.0	1.0	1.0	1.1315388198221596	1.0	1.0517931556481737	1.0	1.0102411910417797	1.0	1.025697260320542	1.0155370514061142	1.0059915423673205	1.0	1.0066548749745736	1.0	1.0	1.008414499251195	1.0	1.0	1.0083442030222909	1.0	1.0	1.0	1.0	1.0	1.0047040119900537	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0316279592108006	1.8401103575369104
Cragig_G19159	1.0	1.0317964857596047	1.0	1.0	1.0	1.0517931556481737	1.0073518548688973	1.0	1.0	1.0036514926013287	1.0	1.0	1.0	1.0	1.0	1.0096200532976012	1.0168554312740812	1.0	1.0	1.0083442030222909	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0099011247995444	1.0	1.0064071927913183	1.0	1.0	1.0	1.1150592533853538
Cragig_G18561	1.1767858177376707	1.2605609158631805	0.9940447064674056	0.9125525029476003	1.1088826494808353	2.1885736930435864	1.7042240597819067	1.9341264659424313	1.2300390190278678	0.8760405413006749	0.8241065270138271	0.916560399462802	0.8510328552922996	0.8501986788239227	1.0292564367856842	1.0	0.8338946589415559	1.0132840538330563	1.0385769097972868	0.9845998772047697	0.9983425380622509	1.4184417940818865	1.8998224149413918	0.8995075189395129	1.1222842996258862	1.1097658936111157	1.0308299810768602	1.09262618666259	0.9186241221594956	1.1127609279821526	0.9600217162395027	0.8160095653695214	0.9754501997218539	0.7295519467456932	0.8288204853553421	1.3833202005101586	0.7714196350631427
Cragig_G17383	1.0827757755476437	1.0317964857596047	1.0531854371741058	1.0	1.0	1.0	1.0073518548688973	1.0	1.0	1.0036514926013287	1.0103495453820288	1.0	1.0	1.0604684021936008	1.0	1.0	1.025322879102882	1.2573169501037451	1.0	1.1313653266903467	1.043386100033806	1.0	1.0	1.0	1.0188970714490235	1.0047040119900537	1.0	1.0	1.0	1.0	1.0148668914004908	1.0	1.0	1.0	1.0294122780785615	1.0	1.173014490999702
Cragig_G18154	1.0	0.9907339349907492	1.0570755769633433	0.9041885389074852	0.9041885389074852	1.0451595885847353	1.1656282384370047	1.0407080232298465	1.2434408717719105	0.937470469050539	0.9418050179266236	0.9423039680191837	0.9203800627034772	0.9283438219611843	0.9041885389074852	0.9443060032615319	0.9748580495734417	0.9041885389074852	0.9041885389074852	0.9192884499535932	0.9773812952864613	1.0221086980796639	1.0078269825363306	1.0084940108482587	1.003422824633708	1.0018690472143268	0.9784860872412201	1.0129578968871467	1.3803517863736758	0.9553661337331182	1.0515572278348548	1.1209999760869596	1.1811825809825076	1.0643969448661446	1.4472325638750336	1.0518642840839532	0.9560783105626139
Cragig_G18056	1.0617117403615557	1.0649400006981053	1.0044828756428812	0.9719123462388992	0.9719123462388992	1.0727604908436905	1.1350060473622803	1.1078886666601993	0.9719123462388992	0.9825780890677328	1.0021880670353918	1.0070000011453417	0.9786356325347104	0.9913625225836944	0.9976997472381204	1.0000542890776811	0.9800905019485535	0.9719123462388992	0.9719123462388992	1.0125739509000715	1.0	1.0148456907609409	1.2416553862050848	1.027701488022027	1.0279559983676958	1.0275602532538133	0.9719123462388992	0.9841550948621581	0.9719123462388992	0.9719123462388992	0.9960438964659571	0.9719123462388992	1.0033483228874753	0.9719123462388992	0.9719123462388992	1.0257400082501813	1.0276886667130267
Cragig_G18210	0.9929297612551327	1.0267438001921456	1.0	1.0145813707657312	0.9370527683971213	0.9370527683971213	1.0104672009189548	0.9913907460306528	0.9370527683971213	0.9785165766851043	0.9711355231282932	0.9879256347214109	0.9826737996154795	1.0000859481582012	1.0371776748343253	0.964185344238145	0.9607816423642623	1.3014846057944927	1.1105530706690299	1.0236591797547292	1.1009298844024935	1.0701448208122115	1.044458122851316	0.9370527683971213	1.009715114058572	1.0089605876138348	1.0705677429886784	1.0457806742485574	1.179901281362748	0.9370527683971213	0.9743930075768835	0.9370527683971213	0.9673612309450133	1.1030842141235218	1.0481256342748404	0.9815267423115387	0.9908285597156927
Cragig_G16719	1.023034288522322	1.0	1.0	1.0	1.0	1.0	1.0205872445728066	1.0102411910417797	1.0	1.0036514926013287	1.0051705328821516	1.0	1.0	1.0066548749745736	1.0	1.0	1.008414499251195	1.0	1.0458314860605937	1.0	1.0144373499445543	1.0219761075446285	1.0375120347936257	1.0	1.6069426364267474	1.0	1.0	1.0125965563362127	1.0	1.0566005789981259	1.0049455012387485	1.0	1.0128450873727801	1.0	1.0	1.0395431179229813	1.0
Cragig_G17114	1.0	1.0	1.0335117971595105	1.0	1.0	1.0517931556481737	1.0184225729282481	1.0102411910417797	1.0	1.0109739760690435	1.0103495453820288	1.0	1.0138476355734702	1.0	1.0531849726460838	1.0096200532976012	1.0	1.0	1.0	1.0083442030222909	1.0144373499445543	1.044174091098014	1.0	1.0	1.0	1.0169200187148508	1.0	1.0	1.0	1.0	1.0248289368073593	1.0	1.0	1.0	1.0294122780785615	1.0	1.0
Cragig_G19714	1.0	1.1024459066124317	1.0102416006528208	0.977484343603387	0.977484343603387	1.0281113423552901	1.02826085950354	1.0281409347065968	0.977484343603387	1.0140811208979377	0.9926715680986244	0.9950840058194038	0.977484343603387	1.010165025812695	1.0034195844062288	1.0152842071742423	0.9857093848806924	0.977484343603387	1.0673801819333277	0.9856406714175243	1.048287312688371	0.9989656446616056	1.0141517703108616	0.977484343603387	0.9959559350847619	0.982082441675787	0.977484343603387	1.0021815449234261	0.977484343603387	1.0328105234129417	0.9920164971854185	0.977484343603387	0.9900402154024971	1.1506796472371439	1.035128151302313	1.0238772626206698	1.0335804310934242
Cragig_G17025	0.9963565548076451	1.0685284546654572	1.0259529337344304	0.931843641547453	1.035054671143587	1.322579525512996	1.2913309520809078	1.3647500232027392	1.2814721931787634	0.95578947018234	0.9463217441086365	0.9711248519745441	0.9576978512776171	0.9818701321328831	0.9814037201335815	1.032090334623411	0.9633557290476686	0.931843641547453	0.9745514204156881	0.9630102616130448	1.0129093642747489	1.1034543302226285	1.0386519238467438	1.0938683584530835	1.0931669182121213	1.1322069121490235	0.9572220945271462	1.0972489148461346	0.931843641547453	1.177004027130467	1.0	1.0422744100997468	0.997577637684921	0.931843641547453	0.9867959443954085	1.0840361304278652	0.931843641547453
Cragig_G19128	1.0	1.0317964857596047	1.0	1.0	1.0	1.0	1.0147265969371846	1.030908076424459	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0144373499445543	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0099011247995444	1.0	1.0	1.0	1.0	1.0079020911559762	1.0
Cragig_G17540	1.0081871231228325	1.0482643600499728	1.0185125730211728	0.985487128275109	0.985487128275109	1.0365286164991334	1.0	0.9955796902249893	0.985487128275109	1.018105024796088	0.9905826218767926	1.0091654919850668	0.9991337948898084	1.0184353712534027	1.064284250822535	1.0332022999047084	0.993779508978042	0.985487128275109	1.0306534678575443	1.0019447223870832	1.0568697699854537	1.00714429938993	1.022454755719635	1.0420554817254448	0.985487128275109	1.0229097043351054	0.985487128275109	0.985487128275109	0.985487128275109	0.985487128275109	1.0001382583877565	0.985487128275109	0.9918013342993303	0.985487128275109	0.985487128275109	1.0088590094140841	0.985487128275109
Cragig_G17251	0.9984018078058248	1.07801334397763	0.9197455039469331	0.8362371039291987	0.8061336902339351	1.3014673963212695	0.9889681644095754	1.0953119512087595	0.7148289856290302	1.1460249792200854	1.0933966896746767	1.071759293217052	0.9362632072659284	0.8554692875666061	0.9474465499361643	1.0191718367347982	0.8325105248645773	1.0	0.8294077740995791	1.0605345940561033	1.0738261045221504	1.1822133061148723	0.9948677932779194	1.311236127235129	1.1272826729148961	1.2674539792759514	1.4963628324834026	1.2945981329212781	0.7593873690843839	0.7763955740410999	0.8859282709836149	1.0715845879220722	0.8106301381554	0.9320728519113199	1.0859379598595797	1.2193459231803323	0.8133261405398367
Cragig_G17929	1.0	1.0	1.0	1.0	1.0	1.0517931556481737	1.0	1.0	1.0	1.0	1.0	1.0059915423673205	1.0	1.175350882974305	1.0	1.0346344559636806	1.008414499251195	1.0	1.0	1.0083442030222909	1.0	1.010960458401011	1.0	1.0	1.0188970714490235	1.0121845695848068	1.0	1.0252660837809389	1.0	1.0	1.0148668914004908	1.0	1.0	1.0	1.0	1.0	1.0
Cragig_G18519	1.1861484270142442	1.0521694670891992	1.055605835855513	0.9891583708245655	1.09871758154891	1.0403900042853762	1.0022096371954452	0.9992885306707555	0.9891583708245655	1.002136711802133	0.9942728467065695	1.0069682245767821	0.9891583708245655	1.826842379852824	1.0682490368803448	0.9986741270716661	1.0058310617631812	0.9891583708245655	0.9891583708245655	1.9337003432223188	1.1778451524343705	1.0	0.9891583708245655	0.9891583708245655	0.9891583708245655	0.9891583708245655	1.0160977714752517	1.0394330822553395	0.9891583708245655	0.9891583708245655	1.011669908504777	1.1063813836131642	0.9954960992075849	0.9891583708245655	0.9891583708245655	1.0282727769265851	0.9891583708245655
Cragig_G17848	0.9867164399216322	1.0111571777615735	1.393659974929896	1.1543094947673673	1.128598101831795	1.163440826421977	1.0064548072143182	0.9513505422168052	0.9228277127446839	0.9602258487197133	0.961219627484815	0.9426929363466025	0.9356066946078714	0.9635382575936011	1.021432659565632	1.0	0.9383823718346694	0.9228277127446839	0.9228277127446839	0.9305279745344219	0.9494968515585147	1.0175089453440662	1.0286025857617507	1.083284781123482	1.2197699348893651	1.596784019697398	0.973236726919269	1.0762508171792284	0.9228277127446839	1.0807266392954846	1.0385948472167321	1.03219002313242	0.9987568280301229	0.9228277127446839	1.0207628073011703	1.0178625691527772	0.9228277127446839
Cragig_G19782	1.1521190403128858	1.1051363080039478	0.9798697896578756	1.0609409287201357	0.9798697896578756	1.081543619220479	1.0088200699278091	1.0	0.9798697896578756	1.0071681672042527	1.2638232048440545	0.991621586184418	1.3871002079321995	0.9929271625322069	1.0058683226436054	0.9987536060458949	0.9798697896578756	0.9798697896578756	0.9798697896578756	0.996233574448247	1.0081874085145333	1.0014035135351296	0.9798697896578756	1.036115699935457	0.99838645908378	1.007704705996425	0.9798697896578756	1.0244512480307473	0.9798697896578756	1.0353309870952832	1.0246801230551024	0.9798697896578756	1.071693990840959	0.9798697896578756	1.08385847484568	0.9876128100567394	0.9798697896578756
Cragig_G19815	1.0	1.0504466296222619	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0096200532976012	1.0	1.1276891536184346	1.0	1.0	1.0144373499445543	1.0	1.0	1.0	1.0	1.0094201606979798	1.0	1.0	1.0	1.0	1.0049455012387485	1.0	1.0128450873727801	1.0	1.0	1.0	1.0
Cragig_G19712	0.9844385397833125	0.9844385397833125	1.0505689465783736	1.0658876819033967	1.0934749818804241	0.9844385397833125	1.0098683390346632	0.9945203629381241	0.9844385397833125	0.9880332098277941	0.9997338119820858	0.9903368450024472	0.9912484770880565	1.021227995825242	1.0367958765934386	1.0034104040317742	0.9927220971391666	1.1101406637176112	0.9844385397833125	1.0173642588410736	1.012888192636802	0.9952284374469595	1.0972752698691326	0.9844385397833125	1.00304154520677	1.0010952583000665	1.0382130153659226	1.0093114464066628	0.9844385397833125	0.9844385397833125	0.9941855886231885	1.1011022156337347	1.020054814686762	1.1588660208189816	0.9844385397833125	1.0	0.9844385397833125
Cragig_G18323	1.023034288522322	1.0317964857596047	1.0671757597072717	1.0	1.0	1.0	1.0073518548688973	1.0	1.0	1.0073094807727283	1.0051705328821516	1.0059915423673205	1.027745223101195	1.0	1.0	1.0192717609904196	1.0	1.2573169501037451	1.0458314860605937	1.0250672823283324	1.0	1.0	1.0375120347936257	1.0	1.0	1.0047040119900537	1.027234668830866	1.0	1.0	1.0	1.0099011247995444	1.0	1.0	1.0	1.0	1.0520950474570727	2.724707976572356
Cragig_G18325	0.9609000749290373	1.0359713920707678	0.9185446742523762	0.9185446742523762	1.1233600394657288	1.1098157219698306	1.0339048098514836	0.9855894685386872	0.9185446742523762	0.9660483326206251	0.9663903667732296	0.9572652761079333	0.9955542714272455	0.9928680936741959	0.9673974476266948	1.0759565538593447	0.9731608797571795	0.9185446742523762	0.9606429416864066	1.0034404886521555	1.0118513459444662	1.0445726518463037	1.1415173325213277	1.024506242690683	0.9897718376277956	1.013211000395554	1.1642742328331597	1.0009594130597044	0.9185446742523762	2.118684382773051	1.914228755639284	1.8640541712134873	1.444026748167508	0.9185446742523762	1.0	1.1155783711203153	0.9712583189747268
Cragig_G17370	0.9693486143109086	1.0078819512180497	0.9792762957120461	0.9475230939825512	0.9475230939825512	1.0458405465471918	1.1099712574906349	1.1806261506910032	1.1230787597420737	0.9648841184276237	0.957329527244244	0.9874652606506076	0.9606440484854686	0.979202067996879	0.9726633837166058	1.0455433062454553	0.9876390004277126	0.9475230939825512	0.9909494854565032	0.9792141320031441	1.002382392435562	1.3595871063736327	1.1708427701372146	0.9475230939825512	1.1150540259342498	1.1073511414846082	0.9733285716567636	1.077426440455246	0.9475230939825512	1.0551938677155435	1.079150866719481	1.0598120004301808	1.0757646334716258	1.2876621543871154	1.0315481876303525	1.0	0.9475230939825512
Cragig_G19789	1.0	1.0317964857596047	1.0	1.0	1.0	1.0	1.0	1.0205437605634855	1.0	1.0073094807727283	1.0709709701093502	1.0059915423673205	1.1491370149851212	1.0	1.0	1.0	1.0	1.0	1.0	1.016699958467017	1.0	1.010960458401011	1.0	1.0	1.0188970714490235	1.0047040119900537	1.0	1.0125965563362127	1.0	1.0	1.0099011247995444	1.0	1.0064071927913183	1.0	1.0	1.0158074471770606	1.0
Cragig_G18556	1.023034288522322	1.0	1.0	1.0	1.0	1.0	1.0147265969371846	1.0205437605634855	1.0	1.0073094807727283	1.0	1.0059915423673205	1.0	1.0	1.0531849726460838	1.0096200532976012	1.008414499251195	1.0	1.0	1.0	1.0	1.044174091098014	1.0757145946226336	1.0	1.0977626621372243	1.0331840538165489	1.027234668830866	1.0252660837809389	1.2591620463178739	1.0566005789981259	1.0	1.1185078307439094	1.0	1.0	1.0	1.0079020911559762	1.0
Cragig_G17995	1.0	1.0	1.0	1.0	1.0	1.0	1.0073518548688973	1.0102411910417797	1.0	1.0073094807727283	1.0	1.0059915423673205	1.0	1.0200122741727309	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0219761075446285	1.0	1.0	1.0	1.0047040119900537	1.0	1.0125965563362127	1.0	1.0	1.0	1.0	1.0064071927913183	1.0	1.0	1.0079020911559762	1.0
Cragig_G18735	1.0719777763747163	1.0573992825452365	0.9763262997081164	0.9601375003542152	1.1853208502943224	1.5723454270343102	1.2834117730529377	1.4359477880875757	1.7504910300120284	0.9492867562076277	0.9543923439874048	0.9295266865157794	0.9237412095612688	0.940390708548414	0.9576730720036765	0.9785044809530393	0.9167570005576765	1.0	0.8867691923712167	0.9313194343634215	0.9639136641116641	1.4211999965579905	1.4197554536669121	1.019359047749868	1.1616070786599182	1.0527415910234723	0.9739886496718604	1.0341974506816025	2.2681483106204086	1.0384983847654146	0.9580249793969233	0.8867691923712167	0.9542865846285383	1.0438911560434154	0.9128510944487402	1.0216046154762874	1.0401931128235395
Cragig_G18568	1.1289882474443538	1.0577468915455581	1.0	1.0795136710567657	0.8078834260522328	1.3195042300845368	1.3345577182580364	1.2980432032249443	1.1110019961038795	0.8696782227049878	0.8694909152141546	0.8863215414624318	0.8561905517707126	0.9758581136709138	1.107492574090237	0.9517594927021324	0.8599819299907993	1.015765525283358	1.033753590952154	1.1290548448249316	1.0691414250767657	1.13634980073007	1.2549214938015367	1.2209193840047248	0.9550361040954662	0.9843964080821187	0.9874533876515018	1.0478850172778835	1.0172561479342244	0.94611499841413	0.9591821158692702	0.9036239383676405	0.9068640744086545	0.9510280361848014	0.9278857157285743	1.123819908519432	0.8542464186117998
Cragig_G19146	1.0	1.0637017267640443	1.0	1.0	1.0	1.0	1.0147265969371846	1.0	1.0	1.0	1.0	1.0	1.0	1.0066548749745736	1.0	1.0	1.0168554312740812	1.0	1.0	1.0083442030222909	1.028899369238177	1.0219761075446285	1.0	1.0	1.0188970714490235	1.0047040119900537	1.0	1.0125965563362127	1.0	1.0	1.0	1.0	1.0064071927913183	1.0	1.0	1.0	1.0
Cragig_G18800	1.0	1.0317964857596047	1.0	1.0	1.0	1.0	1.0147265969371846	1.0	1.0	1.0036514926013287	1.0051705328821516	1.0	1.0138476355734702	1.0066548749745736	1.0	1.0096200532976012	1.025322879102882	1.0	1.0	1.016699958467017	1.0	1.010960458401011	1.0	1.0	1.0	1.0141484774374576	1.027234668830866	1.0125965563362127	1.0	1.0	1.0049455012387485	1.0	1.0064071927913183	1.0	1.0	1.0	1.0573882209542562
Cragig_G17940	1.1293661839360805	3.4609840286953766	0.8758837298487645	1.0079593894717114	1.0771265280440152	1.4032385513949568	0.9589336606383163	1.0	0.9551285013437218	0.8771573212352779	0.8857702244548479	0.884064600452831	0.890504801804039	0.9931081608707043	1.0536124864048804	1.073014315142663	1.22085931926809	1.0131789663846897	1.0311212270028445	1.0099313917482988	1.1240390840260008	0.861034689108654	0.9957496663966109	1.0901586230081362	0.92351683784086	0.9569613260479148	1.30232034766469	1.0077733989088922	0.8058262209072179	0.9437057985472329	0.9402976117055909	1.0990649365360206	0.9158541681345623	0.8058262209072179	0.9255229351505514	1.2798813696885099	1.4130651803478325
Cragig_G17101	1.0711276916665309	1.030558771660132	1.0037156021465845	1.1764578259499674	1.150253095267037	1.087172189989385	1.0	0.9892762063119008	0.9405344836748406	1.0629291269784786	0.9747438763626531	1.082874367661405	0.9600883593341252	0.9693553300739384	1.0157373035228514	1.0153338146245514	0.9484486103834455	1.1825499484814512	0.9405344836748406	0.9956992601650594	0.9677153369997978	1.0568286131272178	0.9405344836748406	1.0490327547487164	1.18768660594026	1.1961541659766448	1.3895268832948031	1.0372585666444065	0.9405344836748406	0.9405344836748406	0.9685861666140944	0.9405344836748406	0.9869704777877114	0.9405344836748406	0.9959992993171044	1.0641947150495994	0.9405344836748406
Cragig_G17485	0.9010868437261261	1.0878687999312817	0.8274262508686869	0.969567649378377	0.9880627144796997	1.89793918974867	1.3945598857508879	1.8140007020078481	0.9977134549983117	1.2959983279167575	0.8464681246066788	1.2155897778033233	0.7006466659186388	1.1384728996575957	1.0408661196149498	1.3163439522681937	1.1191419840000292	0.8322023168038837	1.0	0.8282773033929023	0.8523499145246437	1.0699721053388147	0.8821912602336052	1.9763833853752224	2.096593171124718	2.0893631091508693	1.5029123394267854	1.6080227697800296	1.788607836749443	0.7030742289639282	0.6600441181176746	0.8482104958508417	0.6709967991874422	0.904539199478414	0.8232868171792272	1.3692149109522043	0.7447229678888385
Cragig_G18980	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0119932226205746	1.0138476355734702	1.0	1.0265326406223905	1.0	1.0	1.0	1.0	1.0250672823283324	1.0	1.010960458401011	1.0	1.0	1.0	1.0094201606979798	1.0	1.0	1.0	1.0566005789981259	1.0099011247995444	1.0	1.0258135710746692	1.0	1.0	1.0	1.2070484403947215
Cragig_G18612	0.9838512958217229	1.0157747674214523	0.9915950103049658	1.050455450946712	1.0003919415317954	0.994089788122239	1.0447007362050118	1.0208322143936663	0.9006373245403141	1.1602149005740428	1.1129287815956261	1.0708433360587122	1.0145158970229031	0.9428940862178048	0.9726500658500897	0.9707542876059226	0.9775017543710846	0.9006373245403141	0.941914871525634	0.9383170175448029	1.0394042626279476	1.0816670272530589	1.039553758523162	1.0045331351387992	1.0072066427546766	0.9609548872878656	0.9746430681123927	0.9814453591876598	0.9006373245403141	1.0029802839910245	0.9730074767027292	0.9006373245403141	1.0	1.0602165095251381	0.9962174640634537	1.0005422043853385	1.1616268823602718
Cragig_G17605	1.0	1.0	1.0	1.0	1.0	1.0	1.0073518548688973	1.0102411910417797	1.0	1.0109739760690435	1.0	1.0	1.0	1.0	1.0	1.0096200532976012	1.008414499251195	1.0	1.0	1.0083442030222909	1.0	1.0219761075446285	1.0	1.0	1.0188970714490235	1.0094201606979798	1.0	1.0125965563362127	1.0	1.0	1.0049455012387485	1.0	1.0	1.0	1.0294122780785615	1.0	1.0
Cragig_G19774	1.0	1.0317964857596047	1.0	1.0	1.0	1.0	1.0563384378692287	1.030908076424459	1.1852785086447248	1.0	1.0103495453820288	1.0	1.0	1.0133256204162497	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0219761075446285	1.0	1.0	1.0576632783251225	1.0094201606979798	1.027234668830866	1.0	1.0	1.0	1.0099011247995444	1.0	1.0064071927913183	1.0	1.0	1.0	1.0
Cragig_G19009	0.9691833746301274	1.0	1.001662451291102	1.049370355564506	0.9691833746301274	1.0193804400039679	1.014390172523877	1.0194097810518226	0.9691833746301274	1.0229340030384437	1.024760752129322	1.0100386151274094	1.023158142131071	0.9820983443941885	0.9691833746301274	0.9691833746301274	1.0185004176582921	0.9691833746301274	0.9691833746301274	1.0097308081264649	1.0112324614729318	1.0012121960078788	0.9691833746301274	0.9691833746301274	0.9691833746301274	1.0013448078919582	0.9955787628745602	0.9936708429726253	0.9691833746301274	0.9691833746301274	1.0302246770992616	0.9691833746301274	1.039150881286675	0.9691833746301274	1.084064818463166	0.9921685948159793	1.024803084278593
Cragig_G17010	1.2171169647283224	1.0848454772313363	0.9970868025019248	1.178665117672734	1.013336091660421	1.2201142565113792	0.997396540803817	1.023496413756268	1.1394649327753363	0.9172219042517787	0.9609746259959638	0.9916817661121481	0.9690321295405849	0.9529774315241185	0.8856129985482015	0.9300575890947005	0.969189188793374	1.4879735245996955	1.0833173414403052	0.9515663625417558	1.0593978167425595	1.0	1.0585437233793578	0.972650551580042	0.9542268583268246	0.9870541428698252	0.9892694345258388	1.1122995819514463	0.8285807199133453	0.9703536688919635	1.1387907693868329	1.0272624870154572	3.1435188195547923	1.215944234440118	0.9662579508874434	1.2167658773913235	1.0971679842999724
Cragig_G19480	1.351346684708267	0.9694076538814604	1.5487070161751857	2.2444813417717806	1.933993919636687	0.8104750361771373	0.8693642654049464	0.9537292244590521	1.479708825864428	0.9334549490731996	0.7938782369197317	1.0533115332747924	0.7716916574307117	1.0102371730365032	0.8448444732921604	1.1615672607646574	1.0005283530770492	2.9623588999622874	1.83991946696618	1.0	0.9345692771121779	0.9469808701833012	0.797044216507101	1.258801646136632	1.1948667053311952	1.1242239365680202	1.3561654209683296	1.2683613658387358	1.0711224331073141	0.8320445139406036	0.7080431376358749	0.8038363099880579	0.6824859227464117	0.604030929202556	1.0414230575624128	0.9806220501825887	0.6919863726241565
Cragig_G18767	1.023034288522322	1.0	1.0	1.0	1.0	1.0	1.0073518548688973	1.0	1.0	1.0	1.0	1.0059915423673205	1.0069175850289678	1.0	1.0	1.0386705565344507	1.069525036016836	1.0	1.1851553168864652	1.0083442030222909	1.0	1.0	1.0	1.0	1.0188970714490235	1.0141484774374576	1.1261515107499744	1.0	1.0	1.0	1.0	1.0	1.0064071927913183	1.0	1.0589715917969882	1.0079020911559762	1.0
