	13.21	15	25	48	49	Cilia-1	Cilia-2	Cilia-3	Cilia-4	Hem-1	Hem-2	Hem-3	Hem-4	Myo-AA	Myo-DVR-1	Myo-DVR-2	Myo-DVR-3	Myo-LVR-1	Myo-LVR-2	Myo-Pax6+	Myo-VVR	Neu-Ap	Neu-Pos	Pro-1	Pro-2	Pro-3	Pro-4	Pro-5	Pro-6	She-1	She-2	She-3	She-4	She-5	She-rel	Unk	Unk-Apical
Cragig_COX2	1.8141764299982734	0.6913388375604231	2.847667442476918	2.3919731982579626	3.1138413203573774	0.6869974276651325	1.0166132859377346	1.041486810989938	2.3076091566497205	0.7058486713680158	0.6409823693933385	0.6750802327377649	0.6022459612511409	0.9910694415568423	1.0485080471621884	0.9584218593702184	1.1543456770831053	2.820367683484175	2.8801367454541134	1.2213155110490022	0.9577154089200731	0.8105427666044137	1.0034438671236592	1.142539760564791	1.4933658869114261	1.0813696357453713	1.0162794688542516	1.0495050267249584	0.9220707257454563	0.7146302079568643	0.5183289251339337	0.7817737526356372	0.5423819532003848	1.0	0.9997184139117627	0.7341225365123103	0.6031664540044954
Cragig_MZ497416.1:16289..17324_df_g	1.442731387067256	1.074499101844208	2.3582691565324754	1.3063761455012073	1.7561239471190535	0.9418506335161766	1.0933741291006667	1.624546466376961	3.7852874331625275	0.6202999189155396	0.6534298243256162	0.6120997656693988	0.6950117486643016	1.0	1.0425765449646862	0.8647654241189006	1.1668812258475978	2.0509947840879956	1.934442428849894	1.0842859796549311	0.9579456766423066	1.1370065335975368	1.0486935054965096	0.9010039901807793	1.031593873307999	0.7818697024033704	0.9618706803050731	0.9735253609675258	0.6962009877290168	0.9163448191368592	0.7021512453979116	1.1638253641020144	0.783888473890599	1.4955591029829765	0.9879213107934389	0.951823633774288	0.9650158875868992
Cragig_COX3	1.9578234697212098	0.6611806612867077	2.9656036030070627	2.8086251732978056	3.242749880874267	0.7047885754186541	1.0106850828098621	1.0658723338874776	2.5339583979494678	0.856043980480675	0.7887867373546629	0.8441301674598354	0.7220452931178687	1.0524897121406027	0.974875190546185	0.9563414511527295	1.1180581500892899	2.6887843426353393	2.932795778376088	1.281789251744194	1.0029654679442226	0.820699059117893	0.8455544869219307	1.1148669519552885	1.3579421723509875	1.1012321205486317	1.0479489093047047	1.0402459670619142	0.7982871336036743	0.7853661094823582	0.5423091638756669	0.679723380290478	0.5066989023686251	0.8561510421775459	1.0	0.754404733825021	0.9531729898127873
Cragig_ND6	1.7391505723780931	0.7207861565905722	2.9900428555605796	2.326573771315498	2.6372077407598	0.6734066647259487	1.0405610079711185	1.1028191464296164	2.639486685787698	0.6566959045385963	0.6128609854255148	0.6282283440173894	0.6097365854152322	0.8792324100021356	0.8810766390451766	0.8783353456497839	1.1513622169893958	2.5003963365694246	2.9938219504543215	1.2542967529382987	0.95775238484735	0.9397275475522133	1.0364353557467476	1.0807983449889462	1.330130763893583	1.0688204849256955	1.0280051040980283	1.0142073932690938	1.0157704014298432	0.7714950865475984	0.5022843013605935	0.7529737362490284	0.5448946914987495	0.904829549275549	1.0	0.7349369794916661	0.7451281058976248
Cragig_MZ497416.1:15610..15678_df_g	1.0	1.0317964857596047	1.0	1.0	1.0	1.0	1.0110363605551467	1.0102411910417797	1.0	1.014644990065674	1.0051705328821516	1.0	1.0	1.0	1.0	1.0	1.0168554312740812	1.0	1.0	1.0250672823283324	1.0	1.044174091098014	1.0375120347936257	1.0	1.0188970714490235	1.0141484774374576	1.0	1.0125965563362127	1.0	1.0	1.0	1.0	1.0128450873727801	1.0	1.0	1.0	1.0
Cragig_MZ497416.1:17606..18067_df_g	1.7866821321850794	0.8029434657408672	3.321257747253947	2.197455298269224	3.2416947332835653	0.8141630645059403	1.0290775486713364	1.1644163879108171	3.108523531399288	0.622552045249207	0.6013626734852449	0.6349449827425098	0.6223027494334986	0.9592510276233874	1.007899736797992	0.9912385253958826	1.21542659851496	3.1929164657325058	3.2639235336121084	1.1406125593358842	1.0	0.8050309736050137	0.8755755674577184	1.0789029602147089	1.014697772415059	0.9162923986508752	1.056823184923248	1.0770305835844178	0.9414916484844357	0.8157623137258376	0.570461763517977	0.8867360534875555	0.5304483125767113	1.0825587657557534	1.119424890878149	0.8612391555621327	0.7254859924432503
Cragig_ND2	1.5944670558856069	0.7568870819151673	2.8919994720121758	2.1348058297766475	2.326259595446103	0.6975929908334916	1.0790119256886574	1.3250206247367171	2.7299902661727997	0.8264882798826826	0.6802652506808538	0.7618860165081167	0.6408796594567424	1.0163620126426758	0.9389750271159528	1.0	1.1479674851311252	2.2554273513519014	2.324460730750582	1.0188243462378004	0.8127353798050583	0.9850705015183812	1.066755975086704	1.2109185439906465	1.812971754251691	1.4029306253318323	1.0892009913118212	1.3065000244696259	0.6512978205768454	0.7508804070462135	0.6088358629859123	0.6966425775809498	0.6426557480553113	0.9414082625359192	0.8979518471273683	0.7952923338897262	0.6682724987385579
Cragig_MZ497416.1:15904..15968_df_g	1.0	1.0	1.0	1.0	1.0	1.0	1.00367307097904	1.0102411910417797	1.0	1.0036514926013287	1.0	1.0	1.0069175850289678	1.0	1.0	1.0096200532976012	1.0168554312740812	1.0	1.0458314860605937	1.0250672823283324	1.0144373499445543	1.0	1.0	1.0	1.0	1.0141484774374576	1.0	1.0	1.0	1.0	1.0	1.0	1.0064071927913183	1.0	1.0294122780785615	1.0079020911559762	1.0
Cragig_MZ497416.1:15974..16045_df_g	1.3110980702499233	0.9985644405926697	1.3913687278384506	1.989239240576598	1.6664570227209659	0.9702001652430947	1.0012615600155392	0.9077380976844964	0.9642811613717678	0.9666098862237766	0.9772527385702483	0.9577571731301924	0.8990601485796855	1.0581193834038864	1.0841889591924243	1.076719567399877	0.990606632404721	1.1889065696310768	1.9111446718252152	0.9855922082813987	0.992144646773001	0.9795656380513834	1.1351879557052933	1.328337491043412	1.1194067851826777	1.0647545304771804	1.127162952463562	1.0	1.9567788449987218	0.9741086603083147	0.8771197686728408	0.8059031284500288	0.884417836446453	1.0668486182596364	1.0401073070615607	0.9843649683712241	0.6494873929708441
Cragig_MZ497416.1:8230..8296_df_g	1.029832400270291	1.0157402257947388	0.9844385397833125	0.9844385397833125	0.9844385397833125	0.9844385397833125	1.020851799064575	0.9945203629381241	0.9844385397833125	1.0170217298632462	1.0129734884613266	1.00216341270429	1.025482679485656	1.004139393747659	1.0367958765934386	1.0129431814025747	0.9844385397833125	0.9844385397833125	1.0295568209969026	1.0008786225110249	1.012888192636802	0.9952284374469595	0.9844385397833125	0.9844385397833125	1.0219617271185808	1.0312880160274753	1.0112493973986525	1.0093114464066628	0.9844385397833125	0.9844385397833125	0.9990740806447288	0.9844385397833125	0.9907460272989081	0.9844385397833125	0.9844385397833125	1.0	1.0409337162202825
Cragig_ATP6	1.7238162062447064	0.7912441033676413	3.0481802863029186	2.1109429389095653	2.829914638364925	0.8029590312076931	0.9667628932862734	1.1485359381640146	2.8476926568723777	0.6239325581144557	0.6138441769003185	0.6492947272519417	0.5939194116344122	0.8946258109142505	1.034571726782444	0.9592518776501444	1.2109317497705834	2.425681753641839	2.794605868838229	1.2142588192284616	0.9515548500636619	0.8625924833496288	1.0340567270143008	1.026819943951823	1.0507822417968573	0.9516979179297321	1.0	1.026956625071779	1.0493648265069118	0.7833379635978576	0.594529351245257	0.7643648455529372	0.6508439140567438	1.351980680263771	1.0940979180925121	0.8099058490530029	0.8459230460635521
Cragig_MZ497416.1:18068..18135_df_g	1.7753772735525564	0.7669916157123513	3.3998492875536352	2.15394503353967	3.2508978249302922	0.750265967187411	1.0716448271778707	1.2084905753433692	3.1186605159942538	0.6401636938508144	0.6150299106669096	0.6334736974917532	0.6162049054885832	0.9875770398009294	1.0	0.9995682337308334	1.2213321578907363	3.190071460607895	3.416553251524795	1.1229084117066233	1.0016275835949335	0.8178155835106755	0.9095732349845485	1.1218295260347335	1.0627378924028277	0.9321191359129573	1.0670897391373972	1.0612359143032635	0.972884829072281	0.77382079960674	0.57984783356754	0.9121439395806117	0.5567600341608273	1.1552293030319982	1.051673038047796	0.8069028846595764	0.7448755662787364
